1,1
2,0.7240739
3,0.3416143
4,0.2443936
5,0.2193568
6,0.1815141
7,0.1597604
8,0.1450254
9,0.1212004
10,0.1092781
11,0.1033324
12,0.09316365
13,0.07820687
14,0.08638981
15,0.08456353
16,0.06748936
17,0.0566488
18,0.0516534
19,0.0524146
20,0.054372
21,0.05379446
22,0.04668958
23,0.04364048
24,0.04043015
25,0.03869183
26,0.034731
27,0.03395569
28,0.04019221
29,0.0464344
30,0.03419467
31,0.02720102
32,0.02663675
33,0.02563453
34,0.02047242
35,0.02267293
36,0.02089829
37,0.01972145
38,0.01597001
39,0.01415198
40,0.01484694
41,0.01863165
42,0.01930543
43,0.01985671
44,0.01285363
45,0.01079507
46,0.009048189
47,0.007517319
48,0.007015914
49,0.007423529
50,0.005730134
51,0.004131349
52,0.005521551
53,0.004543445
54,0.003698388
55,0.004709265
56,0.008608397
57,0.007954193
58,0.002438808
59,0.001592117
60,0.002455292
61,0.00177267
62,-0.0006276452
63,-0.0006484847
64,-7.946097e-05
65,-0.000670684
66,-0.002983179
67,-0.002242476
68,-0.001686598
69,-0.002162003
70,-0.0008555295
71,0.0009638626
72,-0.001671065
73,-0.001994939
74,-0.003675435
75,-0.004294928
76,-0.004702755
77,-0.005378393
78,-0.004827059
79,-0.005463916
80,-0.004656539
81,-0.0041261
82,-0.00644557
83,-0.005385512
84,-0.00352023
85,-0.003714796
86,-0.006277217
87,-0.004675619
88,-0.004764424
89,-0.005993404
90,-0.006694471
91,-0.006243817
92,-0.006141949
93,-0.005713762
94,-0.006855495
95,-0.005182414
96,-0.006169797
97,-0.006426278
98,-0.007343097
99,-0.005496344
100,-0.005806704
101,-0.005338803
102,-0.006382952
103,-0.006004867
104,-0.006465028
105,-0.006199582
106,-0.006367773
107,-0.006098095
108,-0.006736756
109,-0.006570929
110,-0.007763459
111,-0.007462375
112,-0.008662075
113,-0.007749346
114,-0.007719232
115,-0.005970638
116,-0.006900438
117,-0.00694335
118,-0.007032258
119,-0.006069438
120,-0.007209391
121,-0.00685866
122,-0.007151788
123,-0.005968206
124,-0.007697836
125,-0.007727469
126,-0.009619262
127,-0.008375825
128,-0.008955563
129,-0.00636369
130,-0.006877975
131,-0.007061588
132,-0.008358781
133,-0.00756257
134,-0.007578684
135,-0.007365432
136,-0.008913321
137,-0.007944308
138,-0.007862816
139,-0.007030605
140,-0.01077999
141,-0.0106455
142,-0.008976285
143,-0.006084074
144,-0.007992479
145,-0.007615768
146,-0.007584691
147,-0.006674456
148,-0.008378784
149,-0.007794656
150,-0.007779365
151,-0.006886925
152,-0.008169023
153,-0.007916544
154,-0.009418869
155,-0.01003845
156,-0.009660552
157,-0.00676712
158,-0.006973422
159,-0.007388096
160,-0.00866987
161,-0.00799101
162,-0.007558222
163,-0.00759179
164,-0.009240955
165,-0.008407505
166,-0.007719041
167,-0.008074877
168,-0.01096998
169,-0.01152233
170,-0.009281707
171,-0.00760936
172,-0.008097181
173,-0.007872243
174,-0.007729852
175,-0.00725425
176,-0.007290274
177,-0.00755182
178,-0.00715258
179,-0.007331876
180,-0.007378076
181,-0.007359473
182,-0.009320455
183,-0.009743951
184,-0.008711983
185,-0.006811083
186,-0.006566948
187,-0.006546186
188,-0.006626807
189,-0.006010263
190,-0.005603573
191,-0.005598589
192,-0.005986665
193,-0.005740248
194,-0.005153448
195,-0.005437353
196,-0.008168823
197,-0.008568764
198,-0.006857649
199,-0.005168742
200,-0.005425316
201,-0.005176911
202,-0.004981752
203,-0.00481887
204,-0.005259508
205,-0.004511159
206,-0.004757417
207,-0.004846817
208,-0.004663514
209,-0.00422821
210,-0.006206969
211,-0.00679862
212,-0.005512383
213,-0.004073151
214,-0.00410468
215,-0.004355907
216,-0.004402712
217,-0.003591137
218,-0.00416204
219,-0.003912673
220,-0.004145288
221,-0.003609041
222,-0.003732122
223,-0.003474895
224,-0.005289889
225,-0.004619203
226,-0.003720385
227,-0.003047706
228,-0.003157778
229,-0.002700638
230,-0.002802533
231,-0.002510486
232,-0.002601584
233,-0.001941612
234,-0.002820744
235,-0.002123806
236,-0.002489258
237,-0.001748759
238,-0.003421943
239,-0.00283956
240,-0.002740825
241,-0.001497457
242,-0.002307731
243,-0.001556033
244,-0.002327419
245,-0.001048075
246,-0.001840928
247,-0.001507825
248,-0.002478725
249,-0.0009483163
250,-0.00167377
251,-0.001102926
252,-0.002465999
253,-0.001548397
254,-0.001793414
255,-0.001543166
256,-0.002148648
257,-0.0008549433
258,-0.001616758
259,-0.0009371692
260,-0.001829886
261,-0.0006067928
262,-0.001101732
263,-0.0007520176
264,-0.001261488
265,-6.970036e-05
266,-0.0008639915
267,-0.0007878866
268,-0.0013342
269,0.0001708401
270,-0.0005034013
271,-5.692755e-05
272,-0.0005863608
273,0.0002659865
274,-0.0007579443
275,-4.458083e-06
276,-0.0006628969
277,0.0003133296
278,-0.0002485287
279,0.0002986768
280,-0.0004838344
281,0.0007172081
282,0.0002138414
283,0.0007576851
284,0.0001133255
285,0.001102158
286,0.0004196072
287,0.0009733959
288,0.0002787746
289,0.001069834
290,0.0004913523
291,0.001062265
292,0.0008146329
293,0.00149474
294,0.001044649
295,0.002074731
296,0.001542587
297,0.001319091
298,0.000783255
299,0.001583216
300,0.0008804624
301,0.001469071
302,0.001152925
303,0.00225894
304,0.001745195
305,0.002203035
306,0.00154605
307,0.002315423
308,0.002147999
309,0.002971076
310,0.002061126
311,0.002316614
312,0.001570628
313,0.002027086
314,0.001681061
315,0.002525169
316,0.001907551
317,0.002456678
318,0.002419151
319,0.002945329
320,0.002228744
321,0.002903805
322,0.003201866
323,0.004469321
324,0.002943601
325,0.002115066
326,0.002397096
327,0.003274541
328,0.00271217
329,0.002683994
330,0.002950936
331,0.003880571
332,0.002989753
333,0.002881836
334,0.003121091
335,0.004387327
336,0.00443276
337,0.005070588
338,0.00389536
339,0.003895878
340,0.003243957
341,0.003406089
342,0.002941733
343,0.004235949
344,0.003759717
345,0.003806673
346,0.003389168
347,0.00425617
348,0.003847368
349,0.00398203
350,0.005015757
351,0.006543522
352,0.004410255
353,0.003633431
354,0.00379487
355,0.004352223
356,0.003603279
357,0.004047604
358,0.004110579
359,0.004692058
360,0.003801764
361,0.00380838
362,0.003821917
363,0.005169983
364,0.005244894
365,0.005688177
366,0.004065776
367,0.004306497
368,0.003873408
369,0.003628118
370,0.003420798
371,0.004964311
372,0.004347773
373,0.003884461
374,0.003216923
375,0.004232561
376,0.003803635
377,0.003676993
378,0.004591782
379,0.005680851
380,0.003879016
381,0.003245139
382,0.002938859
383,0.004043981
384,0.003170198
385,0.003772933
386,0.003717161
387,0.00395493
388,0.002979262
389,0.002763347
390,0.002500371
391,0.00369579
392,0.004171766
393,0.004092133
394,0.0026412
395,0.002903111
396,0.002213824
397,0.002197257
398,0.002021196
399,0.002866307
400,0.002155809
401,0.00175607
